State,UDISE State Code,Grade,Question Description,Average (%)
Assam,18,Grade 10,Know about the school reopening guidelines,98.58992
Assam,18,Grade 10,I learnt many things:,58
Assam,18,Grade 10,Experiences During Pandemic,69
Assam,18,Grade 10,Obstacles to learning in pandemic,34
Assam,18,Grade 10,No Digital Device at Home,37
Assam,18,Grade 10,Follow the Covid-19 hygiene protocols,89
Assam,18,Grade 10,"Experienced worry, anxiety and fear during pandemic",48
Assam,18,Grade 10,Happy being by myself at home,35
Assam,18,Grade 3,students like to go to school,98.70046901
Assam,18,Grade 3,students use home language as medium of instruction in the class,74.57124233
Assam,18,Grade 3,CWSN students get facilities from school,68.67890902
Assam,18,Grade 3,"students could understand, what teachers teach in the class",97.50801825
Assam,18,Grade 3,Students get parental support for their educational achievement,72.87809748
Assam,18,Grade 3,Teachers have adequate instructional material and supplies,17.5032175
Assam,18,Grade 3,Teachers have adequate work space,35.00967118
Assam,18,Grade 3,Teachers say that they are overloaded with the work,26.76328502
Assam,18,Grade 3,Teachers have responded that the school building needs major repair,42.53058596
Assam,18,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,28.30006439
Assam,18,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,24.22000643
Assam,18,Grade 3,Teachers participated in professional development program,34.41033926
Assam,18,Grade 3,Teachers have responded that the parents take interest in school activities,91.18120373
Assam,18,Grade 3,of schools have adequate qualified teaching staff,60.9707113
Assam,18,Grade 3,of schools have adequate supporting staff,53.11871227
Assam,18,Grade 3,of schools have adequate audio visual resources,15.54133693
Assam,18,Grade 3,of schools have adequate library resources,24.11656339
Assam,18,Grade 3,of schools participate in sports activities,97.92746114
Assam,18,Grade 3,Understand the protocols for COVID symptom reporting,99.03381643
Assam,18,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,98.39124839
Assam,18,Grade 3,Know about the school reopening guidelines,97.8757644
Assam,18,Grade 3,I learnt many things:,54
Assam,18,Grade 3,Experiences During Pandemic,60
Assam,18,Grade 3,Obstacles to learning in pandemic,39
Assam,18,Grade 3,No Digital Device at Home,44
Assam,18,Grade 3,Follow the Covid-19 hygiene protocols,87
Assam,18,Grade 3,"Experienced worry, anxiety and fear during pandemic",40
Assam,18,Grade 3,Happy being by myself at home,31
Assam,18,Grade 5,students like to go to school,98.56590301
Assam,18,Grade 5,students use home language as medium of instruction in the class,69.31230644
Assam,18,Grade 5,CWSN students get facilities from school,70.94471941
Assam,18,Grade 5,"students could understand, what teachers teach in the class",97.34289548
Assam,18,Grade 5,Students get parental support for their educational achievement,75.50164129
Assam,18,Grade 5,Teachers have adequate instructional material and supplies,18.84850434
Assam,18,Grade 5,Teachers have adequate work space,36.2584378
Assam,18,Grade 5,Teachers say that they are overloaded with the work,27.38095238
Assam,18,Grade 5,Teachers have responded that the school building needs major repair,40.16709512
Assam,18,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,27.51203852
Assam,18,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,23.28943142
Assam,18,Grade 5,Teachers participated in professional development program,35.16908213
Assam,18,Grade 5,Teachers have responded that the parents take interest in school activities,91.35881786
Assam,18,Grade 5,of schools have adequate qualified teaching staff,60.9707113
Assam,18,Grade 5,of schools have adequate supporting staff,53.11871227
Assam,18,Grade 5,of schools have adequate audio visual resources,15.54133693
Assam,18,Grade 5,of schools have adequate library resources,24.11656339
Assam,18,Grade 5,of schools participate in sports activities,97.92746114
Assam,18,Grade 5,Understand the protocols for COVID symptom reporting,98.39176584
Assam,18,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,98.45807902
Assam,18,Grade 5,Know about the school reopening guidelines,97.91131105
Assam,18,Grade 5,I learnt many things:,59
Assam,18,Grade 5,Experiences During Pandemic,66
Assam,18,Grade 5,Obstacles to learning in pandemic,40
Assam,18,Grade 5,No Digital Device at Home,43
Assam,18,Grade 5,Follow the Covid-19 hygiene protocols,89
Assam,18,Grade 5,"Experienced worry, anxiety and fear during pandemic",47
Assam,18,Grade 5,Happy being by myself at home,33
Assam,18,Grade 8,students like to go to school,96.45278658
Assam,18,Grade 8,students use home language as medium of instruction in the class,68.28917257
Assam,18,Grade 8,CWSN students get facilities from school,76.63453039
Assam,18,Grade 8,"students could understand, what teachers teach in the class",95.2446016
Assam,18,Grade 8,Students get parental support for their educational achievement,73.8484538
Assam,18,Grade 8,Teachers have adequate instructional material and supplies,14.15042396
Assam,18,Grade 8,Teachers have adequate work space,31.82869096
Assam,18,Grade 8,Teachers say that they are overloaded with the work,27.35776384
Assam,18,Grade 8,Teachers have responded that the school building needs major repair,52.43647564
Assam,18,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,39.88331132
Assam,18,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,39.84151442
Assam,18,Grade 8,Teachers participated in professional development program,33.57229514
Assam,18,Grade 8,Teachers have responded that the parents take interest in school activities,91.32636214
Assam,18,Grade 8,of schools have adequate qualified teaching staff,60.9707113
Assam,18,Grade 8,of schools have adequate supporting staff,53.11871227
Assam,18,Grade 8,of schools have adequate audio visual resources,15.54133693
Assam,18,Grade 8,of schools have adequate library resources,24.11656339
Assam,18,Grade 8,of schools participate in sports activities,97.92746114
Assam,18,Grade 8,Understand the protocols for COVID symptom reporting,98.76814782
Assam,18,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,98.62576957
Assam,18,Grade 8,Know about the school reopening guidelines,98.25197889
Assam,18,Grade 8,I learnt many things:,32.04883408
Assam,18,Grade 8,Experiences During Pandemic,57.61608932
Assam,18,Grade 8,Obstacles to learning in pandemic,96.41295818
Assam,18,Grade 8,No Digital Device at Home,68.18871974
Assam,18,Grade 8,Follow the Covid-19 hygiene protocols,75.48553937
Assam,18,Grade 8,"Experienced worry, anxiety and fear during pandemic",95.34700659
Assam,18,Grade 8,Happy being by myself at home,72.79030155
Bihar,10,Grade 10,students like to go to school,98.33481
Bihar,10,Grade 10,students use home language as medium of instruction in the class,82.69715
Bihar,10,Grade 10,CWSN students get facilities from school,71.16865
Bihar,10,Grade 10,"students could understand, what teachers teach in the class",97.32433
Bihar,10,Grade 10,Students get parental support for their educational achievement,81.69368
Bihar,10,Grade 10,Teachers have adequate instructional material and supplies,23.648247
Bihar,10,Grade 10,Teachers have adequate work space,41.693874
Bihar,10,Grade 10,Teachers say that they are overloaded with the work,25.029715
Bihar,10,Grade 10,Teachers have responded that the school building needs major repair,42.581604
Bihar,10,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,22.08255
Bihar,10,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,22.674591
Bihar,10,Grade 10,Teachers participated in professional development program,54.55178
Bihar,10,Grade 10,Teachers have responded that the parents take interest in school activities,92.98072
Bihar,10,Grade 10,of schools have adequate qualified teaching staff,67.4473
Bihar,10,Grade 10,of schools have adequate supporting staff,47.00701
Bihar,10,Grade 10,of schools have adequate audio visual resources,29.045643
Bihar,10,Grade 10,of schools have adequate library resources,31.609299
Bihar,10,Grade 10,of schools participate in sports activities,94.87455
Bihar,10,Grade 10,Understand the protocols for COVID symptom reporting,99.15028
Bihar,10,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,98.924095
Bihar,10,Grade 10,Know about the school reopening guidelines,99.14057
Bihar,10,Grade 10,I learnt many things:,63
Bihar,10,Grade 10,Experiences During Pandemic,67
Bihar,10,Grade 10,Obstacles to learning in pandemic,42
Bihar,10,Grade 10,No Digital Device at Home,43
Bihar,10,Grade 10,Follow the Covid-19 hygiene protocols,86
Bihar,10,Grade 10,"Experienced worry, anxiety and fear during pandemic",50
Bihar,10,Grade 10,Happy being by myself at home,46
Bihar,10,Grade 3,students like to go to school,97.63295802
Bihar,10,Grade 3,students use home language as medium of instruction in the class,85.670743
Bihar,10,Grade 3,CWSN students get facilities from school,67.62185766
Bihar,10,Grade 3,"students could understand, what teachers teach in the class",95.72011636
Bihar,10,Grade 3,Students get parental support for their educational achievement,73.14337385
Bihar,10,Grade 3,Teachers have adequate instructional material and supplies,26.31907587
Bihar,10,Grade 3,Teachers have adequate work space,44.54148472
Bihar,10,Grade 3,Teachers say that they are overloaded with the work,29.63540044
Bihar,10,Grade 3,Teachers have responded that the school building needs major repair,34.101526
Bihar,10,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,18.68576767
Bihar,10,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,20.76587796
Bihar,10,Grade 3,Teachers participated in professional development program,54.36619718
Bihar,10,Grade 3,Teachers have responded that the parents take interest in school activities,89.58852868
Bihar,10,Grade 3,of schools have adequate qualified teaching staff,67.44730679
Bihar,10,Grade 3,of schools have adequate supporting staff,47.00701061
Bihar,10,Grade 3,of schools have adequate audio visual resources,29.04564315
Bihar,10,Grade 3,of schools have adequate library resources,31.60929897
Bihar,10,Grade 3,of schools participate in sports activities,94.87455197
Bihar,10,Grade 3,Understand the protocols for COVID symptom reporting,98.00933126
Bihar,10,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,97.73151025
Bihar,10,Grade 3,Know about the school reopening guidelines,98.289801
Bihar,10,Grade 3,I learnt many things:,56
Bihar,10,Grade 3,Experiences During Pandemic,57
Bihar,10,Grade 3,Obstacles to learning in pandemic,45
Bihar,10,Grade 3,No Digital Device at Home,46
Bihar,10,Grade 3,Follow the Covid-19 hygiene protocols,79
Bihar,10,Grade 3,"Experienced worry, anxiety and fear during pandemic",48
Bihar,10,Grade 3,Happy being by myself at home,45
Bihar,10,Grade 5,students like to go to school,97.79097739
Bihar,10,Grade 5,students use home language as medium of instruction in the class,83.21745915
Bihar,10,Grade 5,CWSN students get facilities from school,72.51824218
Bihar,10,Grade 5,"students could understand, what teachers teach in the class",95.4793834
Bihar,10,Grade 5,Students get parental support for their educational achievement,78.35796165
Bihar,10,Grade 5,Teachers have adequate instructional material and supplies,26.03398525
Bihar,10,Grade 5,Teachers have adequate work space,47.55356572
Bihar,10,Grade 5,Teachers say that they are overloaded with the work,30.91957706
Bihar,10,Grade 5,Teachers have responded that the school building needs major repair,34.53145058
Bihar,10,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,19.02782219
Bihar,10,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,21.17045091
Bihar,10,Grade 5,Teachers participated in professional development program,50.93068036
